X1	0.3414891472
X2	0.392839323
X3	0.4105701184
X4	0.3019883743
X5	0.3196394545
X6	0.2334665551
X7	0.4573704731
X8	0.3438802074
X9	0.2946376847
X10	0.3008651161
X11	0.3082529874
X14	0.3459699863
X15	0.3083157695
X16	0.30058837
X18	0.3394307913
X20	0.135928585
X22	0.3963296057
X23	0.2348471492
X24	0.2656751872
X25	0.1484820888
X26	0.4076795069
X27	0.4547538294
X28	0.2566776408
X29	0.2455483645
X30	0.2817380481
X31	0.2605628794
X32	0.2103085957
X33	0.2288470183
X34	0.1978007377
X35	0.1103900527
X36	0.3281768527
X37	0.3168060532
X38	0.5536459334
X39	0.2853391865
X41	0.4916330999
X42	0.3031675037
X43	0.297861718
X44	0.2121650718
X71	0.264888978
X74	0.4687919131
X75	0.395720699
X77	0.4435833833
X79	0.3060153438
X80	0.1893109328
X81	0.2063782489
X82	0.3715514419
X83	0.2769003605
X85	0.3674180948
X89	0.1721106673
X90	0.3922864153
X91	0.278447481
X92	0.4049981497
X94	0.3485977822
X95	0.5759323683
X97	0.3523077571
X99	0.3755843131
X100	0.4270474764
X101	0.3736836043
X102	0.3362831693
X103	0.2538752313
X105	0.3568757588
X106	0.3188631
X107	0.3423399835
X109	0.3725553311
X111	0.4260209521
X112	0.4354615555
X113	0.4044517757
X114	0.4270948459
X115	0.5034399278
X117	0.5329113014
X118	0.2239386196
X119	0.4261536933
X121	0.1616554319
X124	0.4295647446
X158	0.2872654548
X160	0.2999663088
X161	0.2112516437
X162	0.299785668
X163	0
X164	0.3833998934
X165	0.2715125506
X167	0.3697123069
X168	0.363992499
X170	0.1590357795
X171	0.1236216437
X172	0.3110570924
X173	0.1794717868
X174	0.5023619976
X175	0.3214052164
X177	0.2649529284
X178	0.3843455853
X179	0.3100244799
X180	0.2769536531
X183	0.4570022649
X184	0.3630881553
X185	0.3221681359
X186	0.365687047
X187	0.3690205929
X188	0.2890218573
X189	0.6123311043
X190	0.3795271394
X191	0.6078525598
X192	0.4133926262
X193	0.0692178656
X194	0.4568541506
X195	0.4481792488
X196	0.7459532463
X197	0.5131672658
X199	0.2868646114
X200	0.4378860884
X202	0.4038877646
X203	0.5459855829
X204	0.2775306368
X234	0.4337204736
X235	0.3862286244
X236	0.3933703091
X237	0.4135583524
X238	0.218126018
X239	0.2775034708
X240	0.3587404097
X242	0.3985231119
X243	0.3023749516
X244	0.5641148531
X245	0.4834481737
X246	0.3267338418
X247	0.1087330618
X248	0.4140621613
X249	0.2878149824
X250	0.3223928371
X251	0.2700417111
X252	0.308968873
X253	0.4110732417
X254	0.3588996303
X255	0.4874089641
X256	0.4273645383
X259	0.5628617206
X260	0.6760587882
X262	0.5474755998
X263	0.8129648872
X264	0.4509774641
X265	0.8580714052
X267	0.7768285694
X268	0.7001695512
X269	0.6329602112
X270	0.690028877
X272	0.4609513116
X275	0.7015479461
X276	0.8620640946
X278	0.8367117767
X279	0.7461857431
X280	0.6271612275
X281	0.4694920958
X283	1
X285	0.6227201891
