X1	0.233498907612
X2	0.210561943413
X3	0.220686440757
X4	0.289047310156
X5	0.312529803735
X6	0.163404865218
X7	0.185385602014
X8	0.253856825851
X9	0.180137487221
X10	0.196519385223
X11	0.233825592506
X14	0.267460055058
X15	0.197953258158
X16	0.207851840436
X18	0.201861551216
X46	0.359866389928
X49	0.133700880183
X50	0.0682137007953
X51	0.0885326311231
X52	0.25184025167
X53	0.316027362013
X55	0.194732959018
X56	0.091976234919
X57	0.258313258863
X60	0.309249711518
X63	0.385644210122
X64	0.323899094634
X65	0.258979206777
X66	0.186412309135
X67	0.298796383145
X68	0.138545499386
X69	0.202159927304
X71	0.173014279642
X74	0.212374460828
X75	0.151836612439
X77	0.299521658722
X79	0.283167425509
X80	0.076531340534
X81	0.173647789489
X82	0.234155381344
X83	0.219746932718
X85	0.266568370776
X89	0.245930258039
X90	0.251638739773
X91	0.204545226812
X92	0.114326032536
X94	0.18400001091
X126	0.297878683423
X127	0.280718606732
X128	0.189711340836
X130	0.263055074373
X134	0.271687636733
X135	0.322318477412
X136	0.419573594377
X137	0.370780276166
X138	0.272014581513
X139	0.304236804347
X141	0.298689629387
X142	0.224738485932
X143	0.213412737112
X144	0.271807791958
X145	0.0868308521965
X147	0.273941416188
X149	0.197978987503
X150	0.337173416286
X151	0.0767064160683
X153	0.302975462357
X155	0.235845347228
X158	0.175524365875
X160	0.248005631418
X161	0.245952122348
X162	0.186311514001
X163	0.233266623425
X164	0.22129154922
X165	0.299871657702
X167	0.193534871912
X168	0.220476696932
X170	0.246597740194
X171	0.237334703142
X172	0.241754607337
X173	0.182153125481
X174	0.278526797554
X175	0.203323648534
X177	0.142416306588
X178	0.219839424851
X205	0.321661439479
X207	0.328539312777
X208	0.351371303535
X209	0.474775472413
X210	0.464892064081
X211	0.328005295904
X212	0.367723621243
X214	0.436384407665
X216	0.333084079692
X218	0.392340773366
X219	0.378477374693
X220	0.429910169444
X222	0.3535364141
X223	0.392152352256
X225	0.306280068951
X226	0.283676986872
X227	0.341070218595
X229	0.177232383049
X231	0.301588057551
X232	0.396741507006
X233	0.508775203949
X234	0.0857305002376
X235	0.0
X236	0.101885091299
X237	0.218161732597
X238	0.210289651915
X239	0.218570762672
X240	0.274271104523
X242	0.148828842481
X243	0.126517732719
X244	0.0945506635592
X245	0.0871928923368
X246	0.272356409977
X247	0.269006139679
X248	0.111727455631
X249	0.233739262316
X250	0.208162520029
X251	0.221409762571
X252	0.238668434632
X253	0.176537725342
X254	0.245268525646
X255	0.0156642518276
X256	0.180012290766
X287	0.643776265901
X289	0.840209967453
X290	0.693784750625
X291	0.570733153444
X292	0.377503580664
X293	0.634394885659
X294	0.58213915641
X295	1.0
X296	0.680544810317
X300	0.795770945558
X301	0.762002468109
X304	0.900670780549
X305	0.425252694169
X306	0.31378913697
X307	0.613065578547
X308	0.554984217129
X309	0.674998384904
X311	0.391032946605
X312	0.740450382537
